id,movie1,movie2,movie3,movie4,movie5,movie6
862,644,657,1581,2404,2489,2364
863,317,523,532,810,990,874
864,94,707,1489,1256,1939,2087
865,2157,1986,3802,4017,3772,4178
866,83,150,180,271,254,547
867,29,53,54,150,120,180
868,1,78,79,141,273,675
869,659,662,682,670,635,2423
870,66,97,1410,2102,2482,3792
871,101,574,698,761,809,803
872,697,892,1437,1670,1864,2247
873,51,64,78,80,112,149
874,317,523,532,810,990,863
875,1213,2082,2076,2074,2716,2712
876,239,261,426,485,1480,2044
877,223,1378,2174,2898,2497,2373
878,106,618,1112,1084,1332,2117
879,1652,1674,2370,2392,3545,3576
880,1413,1597,1773,1899,2382,2175
881,1394,1863,2446,1944,1791,2988
882,115,225,260,434,451,693
883,360,547,824,995,1291,1147
884,314,626,1220,1390,1685,2131
885,557,715,1801,1829,2430,2918
886,27,33,99,567,1036,1653
887,804,1671,2218,1239,1726,2221
888,225,260,434,451,556,693
889,788,557,944,1801,1757,2113
890,644,657,1581,2404,2489,2364
891,31,36,37,139,242,293
892,697,1437,1670,1864,2247,2424
893,491,662,766,1445,1576,1620
894,511,1117,1417,1769,2060,2144
895,42,60,229,1156,1276,1379
896,644,657,1581,2404,2489,2364
897,83,150,180,271,254,527
898,588,880,1597,1561,1899,1686
899,191,423,800,1233,1632,2521
900,47,733,1016,1094,1463,1885
901,320,310,584,698,761,803
902,95,153,231,331,906,789
903,1061,1024,1081,1461,1763,3045
904,529,1118,1007,2053,1646,2681
905,2,246,363,702,992,1985
906,95,153,231,331,789,902
907,1213,2082,2076,2074,2716,2712
908,106,618,1112,1084,1332,2117
909,2555,3668,3577,3144,4806,4423
910,65,128,417,924,1311,1120
911,276,462,1498,2381,1900,2963
912,1213,2082,2076,2074,2716,2712
913,20,29,53,274,297,498
914,45,51,463,549,873,1038
915,284,451,819,1155,1735,1407
916,67,595,1880,1647,1730,2246
917,8,34,174,176,290,447
918,44,268,354,368,287,490
919,58,492,711,1108,2009,4025
920,1,84,79,83,141,429
921,256,1359,1821,1853,1854,2455
922,53,54,356,866,732,942
923,141,146,416,608,1079,1656
924,65,128,417,910,1311,1120
925,24,116,268,354,265,333
926,816,747,1234,1184,2341,3992
927,7,122,243,303,1214,1164
928,160,1524,2028,2073,3018,2620
929,106,618,852,1112,1084,1159
930,61,250,315,443,550,797
931,953,1285,1781,1800,1775,2172
932,199,197,296,1293,2976,3169
933,753,825,1267,1505,1741,2066
934,34,114,118,220,382,391
935,221,298,465,553,592,615
936,34,114,118,220,382,391
937,157,830,989,1001,1093,1722
938,71,618,767,908,1112,2117
939,320,310,584,698,761,901
940,428,440,1786,1547,2928,3415
941,1395,1479,1734,1601,2474,2342
942,83,150,180,271,254,547
943,14,68,74,135,161,260
944,217,690,1381,1635,1757,2231
945,160,1524,2028,2073,3018,2620
946,829,1198,968,2034,2681,2096
947,59,148,319,341,330,755
948,987,1232,1793,2645,2673,3970
949,3088,3100,2874,4516,4561,4608
950,320,310,584,698,761,901
951,182,252,326,817,836,1771
952,650,956,1785,1619,1373,1949
953,1285,1781,1800,1775,2172,2598
954,62,119,380,546,782,2176
955,16,20,29,53,274,323
956,650,952,1785,1619,1373,1949
957,72,105,90,113,140,444
958,425,588,1340,2134,2032,1686
959,157,610,1210,1609,1751,1722
960,56,278,453,517,933,1505
961,48,111,83,150,222,452
962,385,384,643,691,1491,1770
963,987,1232,1793,2645,2673,3970
964,1213,2082,2076,2074,2716,2712
965,3088,3100,2874,4516,4561,4608
966,30,226,326,841,1074,1792
967,8,761,809,871,718,834
968,478,543,829,946,1198,1085
969,987,1232,1793,2645,2673,3970
970,59,107,148,341,330,1092
971,861,1381,2268,2172,2596,2598
972,2238,2724,2657,2499,3426,3416
973,358,679,1133,1826,2121,2842
974,1,84,79,83,141,429
975,117,153,789,1582,3810,3351
976,575,1065,1551,1954,1809,2636
977,1213,2082,2076,2074,2716,2712
978,428,440,1786,1547,2928,3415
979,852,946,1198,1107,2075,1606
980,1213,2082,2076,2074,2716,2712
981,1213,2082,2076,2074,2716,2712
982,687,3105,2998,4459,3626,4998
983,1213,2082,2076,2074,2716,2712
984,1786,2584,3107,3943,3524,3608
985,793,1708,1489,1368,2064,2397
986,218,1154,2157,3802,4017,4173
987,948,1232,1793,2645,2673,3970
988,1213,2082,2076,2074,2716,2712
989,610,962,1602,1001,1093,1751
990,317,523,532,810,863,874
991,478,433,431,635,1339,1553
992,2,363,1143,1257,1115,1929
993,821,1174,1344,1605,1692,1608
994,1213,2082,2076,2074,2716,2712
995,573,883,1441,3611,3982,3783
996,147,221,298,265,553,544
997,414,373,576,762,1157,1538
998,1213,2082,2076,2074,2716,2712
999,250,315,418,550,1130,1375
1000,421,561,1104,1121,1725,1336
1001,610,962,989,1602,1093,1751
1002,798,1216,1795,1743,3074,2428
1003,111,83,150,180,271,254
1004,1213,2082,2076,2074,2716,2712
1005,201,320,310,698,579,950
1006,155,232,285,496,628,823
1007,529,904,1495,2053,2481,1646
1008,1413,1597,1773,1899,2382,2175
1009,59,148,319,327,341,330
1010,529,470,904,1118,1257,1115
1011,65,496,682,1120,1553,1556
1012,3088,3100,2874,4516,4561,4608
1013,3088,3100,2874,4516,4561,4608
1014,32,69,174,176,211,541
1015,1213,2082,2076,2074,2716,2712
1016,47,733,1094,1463,1320,1885
1017,16,20,29,53,274,323
1018,561,852,979,1000,1121,1725
1019,61,192,832,834,1220,1181
1020,750,749,1553,1556,1575,2264
1021,255,294,388,664,722,1264
1022,855,1601,2274,1674,1587,2520
1023,225,260,434,451,483,693
1024,375,1461,1763,2470,1674,2581
1025,1213,2082,2076,2074,2716,2712
1026,343,355,453,421,517,1104
1027,2555,3668,3577,3144,4806,4423
1028,454,448,780,1176,1858,1702
1029,30,206,841,1992,2166,1846
1030,419,721,1133,1826,2198,2521
1031,47,733,1016,1094,1463,1885
1032,92,266,556,573,1134,3611
1033,117,194,687,723,1116,2169
1034,1154,2157,2666,3802,4173,4328
1035,115,575,563,690,944,1541
1036,18,33,99,124,159,420
1037,47,733,1016,1094,1463,1885
1038,274,273,566,498,773,765
1039,324,1075,1069,1064,1187,1272
1040,209,1496,2575,2429,3273,3773
1041,36,37,181,293,270,810
1042,56,278,453,517,933,960
1043,285,628,772,1087,1304,1684
1044,692,801,921,1821,1878,1854
1045,24,268,354,368,490,542
1046,221,298,313,465,553,592
1047,34,69,174,176,211,302
1048,1213,2082,2076,2074,2716,2712
1049,1099,1128,2822,2722,2897,3318
1050,76,793,1091,1708,1142,2188
1051,160,1524,2028,2073,3018,2620
1052,812,858,1677,1488,1789,1671
1053,1382,1674,2581,2520,2501,2392
1054,11,39,162,298,313,553
1055,314,626,1220,1390,1685,2131
1056,790,654,1609,1296,1856,1862
1057,294,441,1212,1557,1289,1211
1058,987,1232,1793,2645,2673,3970
1059,1213,2082,2076,2074,2716,2712
1060,34,114,118,220,382,391
1061,1024,1081,903,1461,1763,3045
1062,189,199,338,275,283,344
1063,1520,1545,1465,1822,2435,2845
1064,40,793,1075,1039,1133,1826
1065,463,1381,1551,1856,1954,2268
1066,239,261,426,485,876,1480
1067,881,1394,1863,2446,1944,1791
1068,191,194,195,280,415,831
1069,1526,1187,1272,2090,2427,2692
1070,320,584,698,768,901,803
1071,551,811,921,1359,1821,2338
1072,428,440,1786,1547,2928,3415
1073,51,64,78,80,112,149
1074,30,226,841,966,1208,1792
1075,40,793,1064,1039,1133,1826
1076,28,107,129,456,612,613
1077,1213,2082,2076,2074,2716,2712
1078,95,153,231,331,906,789
1079,146,608,923,1355,1197,1845
1080,58,492,711,1108,2009,4025
1081,1061,1024,903,1461,1763,3045
1082,169,172,186,253,467,788
1083,568,985,1708,1368,1612,1806
1084,106,618,1112,1332,2117,2051
1085,750,749,1553,1556,1575,2264
1086,294,388,664,722,1021,1264
1087,285,628,808,1043,1304,1684
1088,185,458,646,1117,1262,1417
1089,147,189,221,251,283,397
1090,7,243,333,296,488,1214
1091,76,793,1050,1708,1142,2188
1092,59,108,148,319,341,330
1093,610,962,989,1602,1001,1751
1094,47,733,1016,1463,1320,1885
1095,561,852,979,1000,1121,1725
1096,249,636,820,1223,1447,2183
1097,47,733,1016,1094,1463,1885
1098,644,657,1581,2404,2489,2364
1099,1049,1128,1589,1940,2822,3112
1100,73,249,1269,1590,1563,1529
1101,221,298,465,553,592,615
1102,210,319,573,1032,1134,1280
1103,205,318,344,393,557,847
1104,241,453,421,517,559,960
1105,1065,1022,1551,1856,2636,2982
1106,205,210,467,694,847,957
1107,852,946,1198,979,2075,1606
1108,58,492,711,1080,2009,4025
1109,314,626,1220,1390,1685,2131
1110,750,749,1553,1556,1575,2264
1111,109,374,683,772,933,1279
1112,106,618,1084,1332,2117,2051
1113,1213,2082,2076,2074,2716,2712
1114,1213,2082,2076,2074,2716,2712
1115,470,587,1143,1257,1565,1377
1116,117,194,687,1033,723,2169
1117,511,894,1088,1417,1769,2060
1118,529,594,904,1007,1197,2053
1119,1213,2082,2076,2074,2716,2712
1120,417,438,424,910,1011,1676
1121,421,561,1104,1000,1725,1336
1122,428,440,1786,1547,2928,3415
1123,775,655,757,1063,941,1465
1124,1213,2082,2076,2074,2716,2712
1125,937,775,770,1063,1751,1722
1126,887,804,1671,2218,1239,1726
1127,858,1288,1874,1789,2776,2630
1128,507,1099,1049,1589,1412,2216
1129,201,320,310,698,579,1005
1130,250,315,418,550,999,1375
1131,729,1799,1645,1728,2510,2415
1132,298,372,465,553,592,615
1133,358,679,1826,2121,2842,3420
1134,210,319,573,1032,1102,1280
1135,164,1279,1402,2239,1790,2273
1136,27,33,50,99,115,286
1137,428,440,1786,1547,2928,3415
1138,100,133,186,210,467,556
1139,72,105,90,113,210,444
1140,3088,3100,2874,4516,4561,4608
1141,743,1053,2145,2037,1674,2414
1142,76,793,985,1050,1091,1691
1143,470,587,1257,1115,1565,1377
1144,987,1232,1793,2645,2673,3970
1145,199,197,269,296,469,477
1146,1213,2082,2076,2074,2716,2712
1147,189,186,283,397,467,694
1148,47,733,1016,1094,1463,1885
1149,47,733,1016,1094,1463,1885
1150,1213,2082,2076,2074,2716,2712
1151,47,733,1016,1094,1463,1885
1152,340,1324,2441,1941,3204,2756
1153,171,682,670,635,797,1444
1154,2157,2666,3802,4173,3675,4328
1155,24,92,354,333,488,542
1156,60,256,373,432,576,776
1157,422,594,997,1538,2075,2018
1158,987,1232,1793,2645,2673,3970
1159,106,618,1112,1084,1332,2117
1160,0,15,35,84,152,389
1161,190,637,632,1460,2233,1648
1162,1412,1825,1982,3127,3531,3577
1163,650,956,952,1359,1949,1854
1164,59,92,148,266,755,1291
1165,75,812,829,1243,2218,1239
1166,73,249,442,587,820,792
1167,419,418,721,1130,1288,1874
1168,58,492,711,1108,2009,4025
1169,31,37,68,189,186,293
1170,1213,2082,2076,2074,2716,2712
1171,457,822,1448,1394,1712,2283
1172,47,733,1016,1094,1463,1885
1173,509,1182,1217,1373,1823,1529
1174,987,1232,1793,2645,2673,3970
1175,880,1561,1743,2203,3435,2619
1176,454,448,780,1858,1702,2646
1177,61,761,871,832,834,1019
1178,1213,2082,2076,2074,2716,2712
1179,1213,2082,2076,2074,2716,2712
1180,320,310,698,803,1326,1433
1181,61,309,761,871,832,834
1182,41,1290,1511,1507,2433,1905
1183,84,107,152,456,737,970
1184,816,747,1234,2341,3623,3992
1185,644,657,1581,2404,2489,2364
1186,57,235,305,567,799,886
1187,1069,1526,1272,2090,2427,2692
1188,285,808,1043,971,1087,1304
1189,340,1152,1324,2441,1941,3204
1190,428,440,1786,1547,2928,3415
1191,74,161,199,197,296,379
1192,174,176,211,290,541,559
1193,60,229,895,1471,1156,1379
1194,3088,3100,2874,4516,4561,4608
1195,83,150,180,271,254,527
1196,726,2015,2267,1803,2761,2595
1197,55,302,529,594,904,1118
1198,829,946,968,2034,2681,2096
1199,124,241,373,576,997,1724
1200,261,426,485,840,876,1307
1201,750,749,1553,1556,1575,2264
1202,798,1002,1253,1430,2155,2923
1203,310,529,698,505,904,1326
1204,1382,1053,1674,2581,2520,2501
1205,457,822,1448,1171,1712,3175
1206,147,221,298,265,553,544
1207,1141,1292,2099,2422,2371,2841
1208,1352,1667,2036,2376,2503,2250
1209,555,820,1447,1432,1638,1458
1210,531,610,962,1609,1751,1832
1211,441,404,1057,1289,1741,2072
1212,294,441,1057,1557,1289,1211
1213,2079,2082,2076,2074,2716,2712
1214,42,243,665,1284,1164,2379
1215,987,1232,1793,2645,2673,3970
1216,827,798,1002,1735,1634,1795
1217,509,591,1182,1373,1823,1529
1218,199,197,243,296,477,1214
1219,1300,2144,2558,2655,2561,3373
1220,314,626,1371,1390,1685,2131
1221,3088,3100,2874,4516,4561,4608
1222,987,1232,1793,2645,2673,3970
1223,249,636,820,1096,1447,2183
1224,392,450,1305,1617,1697,1994
1225,726,2015,2267,1803,2761,2595
1226,249,619,820,1166,1447,1764
1227,36,37,181,293,270,370
1228,304,529,711,1010,1866,1666
1229,115,225,260,434,451,693
1230,83,150,180,271,254,527
1231,733,990,863,874,1591,1603
1232,948,987,1793,2645,2673,3970
1233,191,232,800,672,1262,1637
1234,816,747,1184,2341,3623,3992
1235,47,733,1016,1094,1463,1885
1236,750,749,1553,1556,1575,2264
1237,51,64,78,80,112,149
1238,300,1700,1943,1595,1930,2164
1239,887,804,1671,2218,1726,2221
1240,47,733,1016,1094,1463,1885
1241,192,314,626,1055,1220,1371
1242,538,887,1370,1671,2218,1726
1243,75,437,1495,1927,2824,3050
1244,3088,3100,2874,4516,4561,4608
1245,644,657,1581,2404,2489,2364
1246,290,382,471,593,597,718
1247,596,2071,2462,2472,2894,3259
1248,314,626,1220,1390,1685,2131
1249,1213,2082,2076,2074,2716,2712
1250,1213,2082,2076,2074,2716,2712
1251,69,124,174,176,211,541
1252,34,114,118,220,382,391
1253,169,511,625,708,894,2155
1254,150,180,271,254,222,710
1255,3088,3100,2874,4516,4561,4608
1256,94,707,864,1489,1939,2087
1257,470,587,1143,1115,1565,1377
1258,770,1348,1856,1954,2713,2311
1259,422,619,725,1684,2176,3201
1260,317,532,810,990,863,874
1261,630,1300,2049,1679,3203,2655
1262,191,336,475,800,1233,1088
1263,199,197,269,296,469,477
1264,255,294,388,664,722,1021
1265,1213,2082,2076,2074,2716,2712
1266,3088,3100,2874,4516,4561,4608
1267,753,825,933,1505,1741,2066
1268,47,733,1016,1094,1463,1885
1269,73,249,1447,1590,1563,1529
1270,217,690,944,1381,1635,1757
1271,163,769,1389,1711,1966,2304
1272,1069,1526,1187,2090,2427,2692
1273,428,440,1786,1547,2928,3415
1274,1382,1053,1674,2581,2520,2501
1275,95,153,231,331,906,789
1276,60,185,415,638,957,1191
1277,969,1762,2410,2187,1892,2843
1278,344,1224,2610,2624,3520,3449
1279,109,1111,1135,1267,1402,1741
1280,133,151,210,663,1045,1134
1281,209,1040,1496,2575,2429,3273
1282,16,20,29,53,274,323
1283,15,389,613,552,784,1160
1284,1291,1582,1814,2050,3365,4514
1285,953,1781,1800,1775,2172,2598
1286,1213,2082,2076,2074,2716,2712
1287,164,256,373,551,449,576
1288,232,672,1167,2198,2279,3163
1289,441,404,1057,1212,1557,1211
1290,41,1511,1507,2433,1905,1816
1291,148,1009,1284,1164,1441,1814
1292,684,1455,1514,2142,2422,3086
1293,199,197,269,296,469,477
1294,77,772,2237,2081,2964,3876
1295,55,69,217,290,718,1192
1296,610,1609,1520,1545,1751,1806
1297,69,174,176,211,382,541
1298,221,298,313,465,553,592
1299,428,440,1786,1547,2928,3415
1300,630,2049,1679,3203,2655,2385
1301,188,281,347,351,795,738
1302,84,137,151,152,319,308
1303,225,260,434,451,556,693
1304,285,628,808,1043,1087,1684
1305,303,344,393,392,450,1138
1306,294,388,664,722,1021,1264
1307,840,1200,1208,2036,2503,2250
1308,41,1290,1511,1507,2433,1905
1309,1135,1130,1375,2239,2651,3618
1310,2238,2724,2657,2499,3426,3416
1311,128,417,435,924,910,1918
1312,726,2015,2267,1803,2761,2595
1313,41,1290,1511,1507,2433,1905
1314,290,382,471,593,718,834
1315,953,1285,1781,1800,1775,2172
1316,290,382,471,593,597,718
1317,47,733,1016,1094,1463,1885
1318,684,1455,1514,2010,2481,2142
1319,209,1040,1496,2575,2429,3273
1320,47,733,1016,1094,1463,1885
1321,252,836,1803,2354,1534,3373
1322,881,1394,1863,2446,1944,1791
1323,341,397,488,502,583,1164
1324,154,881,1863,2222,2698,2301
1325,294,388,664,722,1021,1264
1326,320,310,584,698,761,901
1327,70,96,238,492,929,1108
1328,743,1413,1943,1595,1734,1930
1329,298,372,465,553,592,737
1330,644,657,1581,2404,2489,2364
1331,223,877,1378,2174,2898,2497
1332,106,618,1112,1084,2117,2051
1333,987,1232,1793,2645,2673,3970
1334,1152,1521,2441,2756,2319,4118
1335,1213,2082,2076,2074,2716,2712
1336,124,241,421,561,536,1000
1337,73,1269,1563,1529,1743,2068
1338,476,788,1139,1847,1746,1809
1339,750,749,1553,1556,1575,2264
1340,425,588,958,2134,2032,1686
1341,59,107,755,970,844,1456
1342,1424,1481,2045,2670,2728,2907
1343,987,1232,1793,2645,2673,3970
1344,1261,1508,1884,2721,2385,2969
1345,373,551,576,997,1538,1133
1346,555,691,962,1096,1209,1223
1347,987,1232,1793,2645,2673,3970
1348,790,654,1825,1954,1838,2311
1349,290,382,471,593,597,718
1350,256,921,1359,1821,1854,2455
1351,11,14,39,74,162,161
1352,1208,1667,2036,2376,2503,2250
1353,953,1285,1781,1800,1775,2172
1354,2238,2724,2657,2499,3426,3416
1355,38,192,416,1845,1779,2384
1356,36,37,181,293,270,370
1357,428,440,1786,1547,2928,3415
1358,987,1232,1793,2645,2673,3970
1359,256,921,1821,1853,1854,2455
1360,1213,2082,2076,2074,2716,2712
1361,30,84,125,152,389,841
1362,630,1300,2049,1679,3203,2655
1363,95,153,231,331,906,789
1364,997,1724,1276,1636,2536,2357
1365,154,533,321,881,1322,1848
1366,793,1064,1368,1039,1465,1806
1367,16,20,29,53,274,323
1368,94,793,864,985,1256,2087
1369,223,877,1378,2174,2898,2497
1370,538,887,1242,1671,2218,1726
1371,314,626,1220,1390,1685,2131
1372,726,2015,2267,1803,2761,2595
1373,650,956,952,1785,1619,1949
1374,697,892,1437,1670,1864,2247
1375,235,305,796,922,1309,1614
1376,52,273,484,566,773,1655
1377,470,587,1143,1257,1115,1565
1378,223,877,2174,2898,2497,2373
1379,60,256,373,432,576,776
1380,568,770,868,1125,2286,3186
1381,1065,931,971,1353,2268,2533
1382,1053,1674,2581,2520,2501,2392
1383,2238,2724,2657,2499,3426,3416
1384,362,562,840,1820,2707,2152
1385,2,992,1785,1269,1619,1985
1386,7,100,122,345,665,712
1387,53,54,138,235,305,432
1388,232,476,672,1338,2198,2279
1389,637,1271,1460,1648,2522,3261
1390,314,626,1220,1371,1685,2131
1391,5,31,36,37,139,242
1392,44,268,354,368,287,490
1393,239,261,426,485,1480,2044
1394,881,1863,2446,1944,1791,2988
1395,1382,1053,1674,2581,2520,2501
1396,61,309,761,871,832,834
1397,2238,2724,2657,2499,3426,3416
1398,185,458,646,1088,1117,1262
1399,684,1455,1514,2010,2481,2336
1400,750,749,1553,1556,1575,2264
1401,2555,3668,3577,3144,4806,4423
1402,109,1111,1135,1279,1267,1741
1403,30,402,634,841,766,893
1404,402,634,692,2212,2412,2487
1405,45,100,80,112,193,214
1406,160,1524,2028,2073,3018,2620
1407,225,260,434,451,556,560
1408,2238,2724,2657,2499,3426,3416
1409,40,793,1075,1064,1039,1133
1410,66,97,258,627,1725,1453
1411,987,1232,1793,2645,2673,3970
1412,62,104,507,546,824,1049
1413,1597,1773,1899,2382,2175,3051
1414,454,448,780,1176,1858,1702
1415,402,424,984,1294,2081,2560
1416,30,84,125,152,389,841
1417,511,894,1088,1117,1769,2060
1418,276,462,1498,2381,1900,2963
1419,697,892,1437,1670,1864,2247
1420,1321,2354,3125,2700,3496,3766
1421,97,314,626,1220,1410,2024
1422,644,657,1581,2404,2489,2364
1423,8,34,174,176,290,447
1424,1481,2045,2670,2728,3641,2907
1425,60,256,373,432,576,776
1426,143,524,2121,1876,2242,3126
1427,35,84,141,152,184,562
1428,441,900,1057,1235,1177,1240
1429,340,1152,1324,2441,1941,3204
1430,249,820,1166,1096,1447,1269
1431,209,1040,1496,2575,2429,3273
1432,249,827,648,820,1209,1638
1433,320,310,584,698,761,901
1434,324,531,1083,1210,1368,1612
1435,25,182,785,815,1771,1760
1436,58,711,1168,1108,2009,2806
1437,697,892,1670,1864,2247,2424
1438,1382,1053,1674,2581,2520,2501
1439,1213,2082,2076,2074,2716,2712
1440,3088,3100,2874,4516,4561,4608
1441,573,995,883,2624,3611,3783
1442,1382,1053,1674,2581,2520,2501
1443,281,347,795,738,611,1498
1444,440,1923,3637,4041,4056,3681
1445,491,662,626,1620,1823,1929
1446,83,150,180,271,254,527
1447,249,820,1226,1096,1223,1269
1448,457,822,1394,1171,1712,2283
1449,221,298,465,553,592,615
1450,1382,1053,1674,2581,2520,2501
1451,206,887,804,1817,2252,1671
1452,816,747,1234,1184,2341,3992
1453,66,97,532,683,1016,1268
1454,683,772,2102,3348,4115,4310
1455,684,1514,2010,2481,2142,2391
1456,59,107,148,341,330,970
1457,168,1220,2214,2131,2024,2349
1458,58,711,1108,1764,1987,2009
1459,644,657,1581,2404,2489,2364
1460,190,637,713,632,1648,2925
1461,375,1024,1763,2470,1674,2581
1462,109,1111,1135,1279,1267,1402
1463,47,733,1016,1094,1320,1885
1464,1213,2082,2076,2074,2716,2712
1465,1063,1069,1187,2427,3381,3265
1466,987,1232,1793,2645,2673,3970
1467,47,733,1016,1094,1463,1885
1468,255,664,1021,1695,2781,3692
1469,428,440,1786,1547,2928,3415
1470,726,2015,2267,1803,2761,2595
1471,60,138,235,305,432,1379
1472,454,448,780,1176,1858,1702
1473,1213,2082,2076,2074,2716,2712
1474,750,749,1553,1556,1575,2264
1475,630,1300,2049,1679,3203,2655
1476,1213,2082,2076,2074,2716,2712
1477,249,820,1226,1096,1223,1269
1478,215,1980,2243,2847,3428,3228
1479,1382,1053,1674,2581,2520,2501
1480,239,261,426,485,876,2044
1481,1424,2045,2670,2728,3641,2907
1482,987,1232,1793,2645,2673,3970
1483,753,825,933,1267,1741,2066
1484,154,177,533,1394,2698,2301
1485,61,309,761,871,832,834
1486,1,84,79,141,152,675
1487,454,448,780,1176,1858,1702
1488,812,858,1677,1789,1671,2218
1489,94,707,864,1256,1939,2087
1490,1064,1526,2284,2148,3129,3312
1491,394,643,691,962,830,1770
1492,630,1300,2049,1679,3203,2655
1493,816,747,1234,1184,2341,3992
1494,196,300,285,628,1684,1780
1495,437,931,1243,1007,1353,2727
1496,209,1040,2575,2429,3273,3773
1497,0,15,84,125,152,737
1498,188,281,347,795,738,611
1499,358,679,1133,1826,2121,2842
1500,425,588,690,944,1995,1757
1501,294,388,664,722,1021,1264
1502,1382,1053,1674,2581,2520,2501
1503,223,877,1378,2174,2898,2497
1504,816,747,1234,1184,2341,3992
1505,753,825,933,1267,1741,2066
1506,48,263,254,328,356,460
1507,41,1290,1511,2433,1905,1816
1508,630,1300,2049,1679,3203,2655
1509,644,657,1581,2404,2489,2364
1510,13,45,51,112,149,193
1511,41,1290,1507,2433,1905,1816
1512,750,749,1553,1556,1575,2264
1513,801,1353,2067,2035,2533,4142
1514,684,1455,2010,2481,2142,2391
1515,11,39,122,153,162,368
1516,1208,1667,2036,2376,2503,2250
1517,223,877,1378,2174,2898,2497
1518,1213,2082,2076,2074,2716,2712
1519,1213,2082,2076,2074,2716,2712
1520,400,1063,1545,2187,1822,2435
1521,470,1143,1257,1115,1565,1377
1522,250,315,418,550,999,1130
1523,596,852,833,1107,979,3506
1524,160,2028,2073,3018,2620,4134
1525,58,492,711,1108,2009,4025
1526,1069,1272,2090,2427,2692,3381
1527,644,657,1581,2404,2489,2364
1528,59,107,148,341,330,970
1529,73,591,1173,1269,1590,1563
1530,182,475,614,951,1262,1760
1531,294,664,722,1021,1239,1726
1532,25,100,105,333,488,843
1533,428,440,1786,1547,2928,3415
1534,28,182,151,252,817,836
1535,72,105,90,113,140,169
1536,249,798,1002,1202,1782,2490
1537,33,115,128,434,435,1311
1538,414,373,576,762,997,1157
1539,45,51,52,64,112,165
1540,3088,3100,2874,4516,4561,4608
1541,232,788,1035,1809,1757,2080
1542,223,877,1378,2174,2898,2497
1543,441,900,1057,1235,1177,1240
1544,987,1232,1793,2645,2673,3970
1545,400,1063,2187,1822,2435,2845
1546,531,610,691,1210,1181,1142
1547,428,440,940,1786,2928,3415
1548,15,16,20,29,152,323
1549,770,793,985,1368,2064,2286
1550,225,260,359,451,483,693
1551,463,1065,1381,1856,1954,2268
1552,27,33,99,567,886,1036
1553,750,749,1556,1575,2264,2403
1554,1213,2082,2076,2074,2716,2712
1555,61,309,761,871,832,834
1556,750,749,1553,1575,2264,2403
1557,294,441,1057,1212,1289,1211
1558,3,391,536,924,910,1104
1559,2555,3668,3577,3144,4806,4423
1560,408,982,1496,2127,2575,4459
1561,1413,1597,1773,1899,2382,2175
1562,2,992,1143,1257,1115,1929
1563,73,249,1447,1269,1590,1529
1564,225,260,434,451,483,693
1565,470,587,1143,1257,1115,1377
1566,0,15,84,125,152,552
1567,449,787,827,753,825,762
1568,81,244,2258,2698,2301,2983
1569,49,778,1369,2461,2373,2921
1570,1213,2082,2076,2074,2716,2712
1571,14,25,107,260,430,882
1572,1213,2082,2076,2074,2716,2712
1573,1676,1662,1667,1670,1671,1664
1574,147,221,298,265,553,544
1575,750,749,1553,1556,2264,2403
1576,499,578,634,766,893,1642
1577,1921,1947,2232,3614,3329,4013
1578,274,273,566,498,773,765
1579,679,1096,1002,1223,1795,2663
1580,30,84,125,152,389,841
1581,644,657,2404,2489,1998,2364
1582,95,153,906,1644,1618,2910
1583,5,51,68,165,207,575
1584,43,61,146,192,201,515
1585,428,440,1786,1547,2928,3415
1586,428,440,1786,1547,2928,3415
1587,1382,1053,1674,2581,2520,2501
1588,644,657,1581,2404,2489,2364
1589,630,581,2822,2069,2229,3203
1590,73,636,820,1447,1269,1563
1591,47,733,1016,1094,1463,1885
1592,53,54,138,235,305,432
1593,1213,2082,2076,2074,2716,2712
1594,1213,2082,2076,2074,2716,2712
1595,1238,855,1328,1734,1601,1930
1596,1213,2082,2076,2074,2716,2712
1597,1413,1773,1899,2382,2175,3051
1598,83,150,180,271,254,547
1599,881,1394,1863,2446,1944,1791
1600,449,787,594,904,1118,997
1601,1382,1053,1674,2581,2520,2501
1602,610,962,989,1001,1093,1751
1603,47,733,1016,1094,1463,1885
1604,1213,2082,2076,2074,2716,2712
1605,987,1232,1793,2645,2673,3970
1606,453,852,1104,1107,979,1000
1607,2,146,363,608,923,992
1608,987,1232,1793,2645,2673,3970
1609,610,989,1210,1296,1751,1665
1610,314,626,1220,1390,1685,2131
1611,341,397,488,502,583,1323
1612,568,985,1083,1708,1368,1806
1613,34,114,118,220,382,391
1614,53,54,138,235,305,432
1615,189,251,283,397,2089,1878
1616,422,619,798,1226,1157,1216
1617,68,133,372,508,1169,1224
1618,95,153,231,331,906,789
1619,650,956,1785,1949,2208,2378
1620,491,662,626,1445,1823,1929
1621,1213,2082,2076,2074,2716,2712
1622,816,747,1234,1184,2341,3992
1623,1213,2082,2076,2074,2716,2712
1624,987,1232,1793,2645,2673,3970
1625,10,18,21,23,46,130
1626,358,419,721,1075,1064,1167
1627,987,1232,1793,2645,2673,3970
1628,588,1225,3093,3027,3006,3042
1629,65,144,496,635,1011,2084
1630,428,440,1786,1547,2928,3415
1631,582,2157,1766,2666,4017,4173
1632,191,352,423,800,1233,1637
1633,1213,2082,2076,2074,2716,2712
1634,249,827,648,820,1209,1432
1635,217,690,997,1538,1295,1757
